filter,rho,mse
DiagSF,16.0,0.31375891411823786
DiagSF,1.0,0.7407082205912459
DiagSF,4.0,0.4901695355706769
DiagSF,64.0,0.21019185646374292
DiagSF,32.0,0.23837175323574616
DiagSF,128.0,0.2082921604849999
DiagSF,256.0,1.5915176659669201e81
BlockSF,1.0,0.7226763150421983
BlockSF,16.0,0.2876207135013408
BlockSF,64.0,0.1681026755774511
BlockSF,4.0,0.514415677397012
BlockSF,8.0,0.3950308241686477
BlockSF,256.0,NaN
BlockSF,32.0,0.2210047907069197
BlockSF,128.0,0.15391199917972231
FullSF,64.0,0.15959788113448178
FullSF,4.0,0.49702727261092483
FullSF,16.0,0.3017348759531774
FullSF,256.0,NaN
FullSF,32.0,0.22799946346271308
FullSF,128.0,0.2052192349618216
FullSF,1.0,0.7237197840632207
FullSF,8.0,0.3950234488781174
DiagSF,2.0,0.6237744768020256
BlockSF,2.0,0.6032325972443839
DiagSF,1.0,0.740707565167485
DiagSF,256.0,5.29533699653997e92
DiagSF,64.0,0.18676617438277682
DiagSF,16.0,0.3099065402083641
DiagSF,4.0,0.4842867546136632
DiagSF,8.0,0.3655577592746956
DiagSF,32.0,0.22244224475277888
DiagSF,128.0,0.2553178242127933
BlockSF,1.0,0.7213979947020759
BlockSF,256.0,NaN
BlockSF,4.0,0.5106813565815964
BlockSF,32.0,0.2599684230715502
BlockSF,16.0,0.3042243955399118
BlockSF,128.0,0.17120237910104127
BlockSF,64.0,0.15005409042801188
BlockSF,8.0,0.40627576963595036
FullSF,1.0,0.7214699205438799
FullSF,256.0,NaN
FullSF,64.0,0.1919220184530385
FullSF,4.0,0.4778663385978703
FullSF,32.0,0.193319322844857
FullSF,16.0,0.28833611388611036
FullSF,128.0,0.1550586714730256
FullSF,8.0,0.38495980030878796
DiagSF,2.0,0.6260014282542179
DiagSF,4.0,0.4920381107788759
DiagSF,8.0,0.3982155862940476
DiagSF,16.0,0.2804732850243429
DiagSF,64.0,0.19523583746861314
DiagSF,1.0,0.7341335309770642
DiagSF,32.0,0.22114394852923613
DiagSF,128.0,0.13178044102269715
DiagSF,256.0,NaN
BlockSF,1.0,0.7384976966192036
BlockSF,64.0,0.16993683549649463
BlockSF,16.0,0.2906063952627154
BlockSF,4.0,0.49117488700643663
BlockSF,32.0,0.19920668669622488
BlockSF,8.0,0.3891937013678797
BlockSF,128.0,0.18314814978362365
BlockSF,256.0,NaN
FullSF,1.0,0.7210844174870307
FullSF,64.0,0.1764947445341635
FullSF,32.0,0.21949128323697195
FullSF,128.0,0.13537158346740727
FullSF,16.0,0.2701098826994642
FullSF,4.0,0.4888692092147475
FullSF,8.0,0.3862337840630234
FullSF,256.0,NaN
DiagSF,2.0,0.6211890399491049
BlockSF,2.0,0.6202036688296005
DiagSF,256.0,NaN
DiagSF,16.0,0.2859498476226367
DiagSF,1.0,0.7293312011785923
DiagSF,64.0,0.23740906185626015
DiagSF,128.0,0.25164714457669995
DiagSF,32.0,0.2506883023198265
DiagSF,4.0,0.4902492722491713
DiagSF,8.0,0.3796885167302121
BlockSF,256.0,NaN
BlockSF,1.0,0.7286312182542497
BlockSF,32.0,0.23519762909777125
BlockSF,128.0,0.13193620253820046
BlockSF,16.0,0.3168068924146811
BlockSF,64.0,0.2331938113524525
BlockSF,4.0,0.4971017311229336
BlockSF,8.0,0.39344394153436013
FullSF,1.0,0.7591092265833241
FullSF,256.0,NaN
FullSF,32.0,0.22368044369150852
FullSF,128.0,0.09832650781604808
FullSF,64.0,0.159887346900455
FullSF,16.0,0.26801256329161954
FullSF,4.0,0.4885289603407508
FullSF,8.0,0.3799447777417675
DiagSF,2.0,0.6244337903663988
BlockSF,2.0,0.6191682069344869
DiagSF,64.0,0.2908325456521094
DiagSF,4.0,0.4921551751981183
DiagSF,8.0,0.38221765308464634
DiagSF,16.0,0.2815567924212288
DiagSF,32.0,0.2556466902625196
DiagSF,128.0,0.28610296726742035
DiagSF,1.0,0.7062554446133588
DiagSF,256.0,NaN
BlockSF,64.0,0.1852677535086263
BlockSF,1.0,0.7500671435282945
BlockSF,4.0,0.5097873437032839
BlockSF,8.0,0.3767364149277129
BlockSF,16.0,0.2939442373622976
BlockSF,32.0,0.21584225774579438
BlockSF,128.0,0.1949308134484331
BlockSF,256.0,NaN
FullSF,8.0,0.3850346084396921
FullSF,16.0,0.2862103261578582
FullSF,64.0,0.18170032391291474
FullSF,32.0,0.22069054885427075
FullSF,4.0,0.5003295786147829
FullSF,1.0,0.7388003807193853
FullSF,128.0,0.20899091326369854
FullSF,256.0,NaN
DiagSF,2.0,0.5996801278646006
BlockSF,2.0,0.617980800840225
DiagSF,4.0,0.48811688504127315
DiagSF,32.0,0.2241823480618973
DiagSF,8.0,0.38542602344781196
DiagSF,16.0,0.31942481412660745
DiagSF,64.0,0.2111866811051929
DiagSF,128.0,0.23688134050291312
DiagSF,256.0,NaN
DiagSF,1.0,0.7462666578756842
BlockSF,4.0,0.4714863351961128
BlockSF,16.0,0.325728544113703
BlockSF,8.0,0.3848896155337625
BlockSF,32.0,0.2553713943521162
BlockSF,1.0,0.7266412082161771
BlockSF,64.0,0.22646185715610478
BlockSF,256.0,NaN
BlockSF,128.0,0.09373384724569354
FullSF,16.0,0.28547209667072776
FullSF,4.0,0.49449702935492806
FullSF,8.0,0.36979648089054673
FullSF,64.0,0.17617728027472396
FullSF,32.0,0.23225732980069305
FullSF,256.0,NaN
FullSF,1.0,0.7405384381430004
FullSF,128.0,0.14317116240852767
DiagSF,2.0,0.6286731736721443
BlockSF,2.0,0.6156443819065355
DiagSF,32.0,0.2863651974210833
DiagSF,1.0,0.7202697991248604
DiagSF,8.0,0.37816324419126296
DiagSF,4.0,0.5069217981926072
DiagSF,64.0,0.15968314029268874
DiagSF,256.0,NaN
DiagSF,16.0,0.2926137484193993
DiagSF,128.0,0.22498448156516093
BlockSF,1.0,0.7262146689168264
BlockSF,8.0,0.39405687334597306
BlockSF,32.0,0.2669818007368406
BlockSF,4.0,0.49505495844592096
BlockSF,16.0,0.2989847832997969
BlockSF,64.0,0.1987240829991582
BlockSF,256.0,NaN
BlockSF,128.0,0.20836099039901634
FullSF,1.0,0.7125314274824676
FullSF,4.0,0.4847905306116503
FullSF,32.0,0.2233913063238071
FullSF,8.0,0.3935808063852747
FullSF,16.0,0.30848709434821775
FullSF,64.0,0.19843719399645304
FullSF,256.0,NaN
FullSF,128.0,0.12130744221910877
DiagSF,2.0,0.6228872824906103
DiagSF,256.0,NaN
DiagSF,1.0,0.7307636177229949
DiagSF,128.0,0.23711058057520698
DiagSF,64.0,0.1862310081200076
DiagSF,8.0,0.37998335294274405
DiagSF,16.0,0.28416204159385017
DiagSF,4.0,0.47702702709590084
DiagSF,32.0,0.25882512227598126
BlockSF,256.0,NaN
BlockSF,128.0,0.18576618309018308
BlockSF,1.0,0.7352420454836616
BlockSF,8.0,0.37735148644727884
BlockSF,64.0,0.21978392175509334
BlockSF,32.0,0.21727696574803015
BlockSF,16.0,0.29903967653288227
BlockSF,4.0,0.4967664989981388
FullSF,256.0,NaN
FullSF,1.0,0.7263540518509294
FullSF,8.0,0.3797102403793206
FullSF,128.0,0.059700571783377836
FullSF,64.0,0.1640856104258029
FullSF,16.0,0.28187386654767793
FullSF,32.0,0.21862015781524827
FullSF,4.0,0.47866978419324824
DiagSF,1.0,0.7328853351295831
DiagSF,128.0,0.19781637379669517
DiagSF,4.0,0.5182343731463361
DiagSF,16.0,0.29633814466114955
DiagSF,256.0,NaN
DiagSF,32.0,0.212874027558677
DiagSF,64.0,0.31204358753987355
DiagSF,8.0,0.3887338431601539
BlockSF,128.0,0.12184492653554994
BlockSF,32.0,0.2276277015588522
BlockSF,16.0,0.29360272820012656
BlockSF,4.0,0.4978263491206299
BlockSF,1.0,0.7309253672480408
BlockSF,64.0,0.1448520135966019
BlockSF,256.0,NaN
BlockSF,8.0,0.38432782365749335
DiagSF,16.0,0.29483766294964997
DiagSF,8.0,0.39686481049029504
DiagSF,64.0,0.18291406411276054
DiagSF,32.0,0.21049057136966598
DiagSF,1.0,0.7263271933227118
DiagSF,128.0,0.2329448706400387
DiagSF,256.0,NaN
DiagSF,4.0,0.4888358567833286
BlockSF,1.0,0.7252672462350972
BlockSF,64.0,0.1599096315714505
BlockSF,16.0,0.30458950467269835
BlockSF,8.0,0.37939638128370873
BlockSF,32.0,0.21085186850392884
BlockSF,256.0,4.921261900359239e74
BlockSF,128.0,0.1654606286199523
BlockSF,4.0,0.48324679800120834
FullSF,64.0,0.1887870262699098
FullSF,16.0,0.2878575728140584
FullSF,1.0,0.7174350274551907
FullSF,8.0,0.37420420148155825
FullSF,32.0,0.25369801128477826
FullSF,256.0,NaN
FullSF,128.0,0.21592009151430558
FullSF,4.0,0.5123908409660015
DiagSF,2.0,0.6168066084178708
BlockSF,2.0,0.6264006148263167
DiagSF,1.0,0.7228686975992211
DiagSF,4.0,0.5061159572005507
DiagSF,32.0,0.21668652727435453
DiagSF,8.0,0.39183882592000013
DiagSF,256.0,NaN
DiagSF,128.0,0.27089359994604534
DiagSF,64.0,0.2202955266011121
DiagSF,16.0,0.28951412154620915
BlockSF,1.0,0.736196356564392
BlockSF,4.0,0.4944985330424143
BlockSF,32.0,0.2526781773877379
BlockSF,8.0,0.3774969650527294
BlockSF,64.0,0.19505799013658925
BlockSF,128.0,0.15194685048250145
BlockSF,256.0,NaN
BlockSF,16.0,0.304551124179157
FullSF,4.0,0.4717950488901316
FullSF,8.0,0.396345408529724
FullSF,32.0,0.2076048079249881
FullSF,64.0,0.17531372605954784
FullSF,1.0,0.7357086263705547
FullSF,16.0,0.2897562674736937
FullSF,128.0,0.13054070605982265
FullSF,256.0,NaN
DiagSF,2.0,0.6017253713213013
BlockSF,2.0,0.6238444439261389
DiagSF,16.0,0.2753910208688637
DiagSF,64.0,0.18359262595494794
DiagSF,32.0,0.24760506697183682
DiagSF,8.0,0.3799008153398189
DiagSF,256.0,NaN
DiagSF,1.0,0.724073425261362
DiagSF,4.0,0.5026784122326979
DiagSF,128.0,0.2449406816309976
BlockSF,1.0,0.7238312402612227
BlockSF,8.0,0.4085397068307284
BlockSF,16.0,0.3055418844951508
BlockSF,64.0,0.22373531592889204
BlockSF,32.0,0.1991685692731704
BlockSF,256.0,Inf
BlockSF,128.0,0.1426988549004951
BlockSF,4.0,0.48996515730662055
FullSF,32.0,0.19893846194816778
FullSF,8.0,0.3775188740710733
FullSF,256.0,NaN
FullSF,64.0,0.11361904666724941
FullSF,16.0,0.27758328635944995
FullSF,1.0,0.7218704699928491
FullSF,128.0,0.2415696058862285
FullSF,4.0,0.4853644432880775
DiagSF,32.0,0.20898665875759714
DiagSF,16.0,0.3018867138654336
DiagSF,8.0,0.37663218690366607
DiagSF,64.0,0.16662206914880856
DiagSF,4.0,0.48409140101919135
DiagSF,128.0,0.20689653450496756
DiagSF,1.0,0.7173538849373645
DiagSF,256.0,7.2486415741645935e53
BlockSF,8.0,0.3798248678818915
BlockSF,1.0,0.7324183593117082
BlockSF,64.0,0.15983674800073464
BlockSF,32.0,0.23376751594164663
BlockSF,16.0,0.28145696400935655
BlockSF,4.0,0.47234627769412807
BlockSF,128.0,0.17838132846874752
BlockSF,256.0,NaN
FullSF,64.0,0.16336544193176292
FullSF,128.0,0.14485076590522603
FullSF,8.0,0.3852760609287371
FullSF,32.0,0.17508412680119376
FullSF,16.0,0.2753929182223625
FullSF,4.0,0.4845217753869529
FullSF,1.0,0.7275331079168479
FullSF,256.0,NaN
DiagSF,8.0,0.39288497988803195
DiagSF,16.0,0.28289178321505365
DiagSF,1.0,0.7344641819951259
DiagSF,32.0,0.22300322592562075
DiagSF,128.0,0.18196290965543302
DiagSF,64.0,0.23352607375673765
DiagSF,4.0,0.5090347465672742
DiagSF,256.0,3.181257846666277e88
BlockSF,1.0,0.7027596782585563
BlockSF,32.0,0.24630522496956872
BlockSF,8.0,0.3915140178617857
BlockSF,16.0,0.30996679226527846
BlockSF,128.0,0.11251820467485277
BlockSF,64.0,0.22004158811202768
BlockSF,256.0,NaN
BlockSF,4.0,0.4879264433912932
FullSF,32.0,0.2329701403563568
FullSF,16.0,0.28903325655152035
FullSF,1.0,0.7179143679330543
FullSF,8.0,0.4011958504257427
FullSF,128.0,0.10583505366873444
FullSF,256.0,0.20411467415211318
FullSF,4.0,0.49221530648591727
FullSF,64.0,0.15389885824918192
DiagSF,2.0,0.6104170852112986
BlockSF,2.0,0.5989316932296449
DiagSF,32.0,0.25597398619444545
DiagSF,64.0,0.19840133437030064
DiagSF,16.0,0.31553068101984616
DiagSF,4.0,0.5028841074462037
DiagSF,8.0,0.3940448208242087
DiagSF,256.0,NaN
DiagSF,1.0,0.7434805492438687
DiagSF,128.0,0.23842962367558293
BlockSF,1.0,0.7367260455901069
BlockSF,256.0,NaN
BlockSF,16.0,0.30404777461923393
BlockSF,8.0,0.38074548640797956
BlockSF,4.0,0.4933203994949127
BlockSF,32.0,0.1964551029952588
BlockSF,64.0,0.22667208566630223
BlockSF,128.0,0.17073452715900084
FullSF,4.0,0.49504747283325495
FullSF,8.0,0.3629258644367829
FullSF,32.0,0.22599241315314167
FullSF,16.0,0.29297024916127407
FullSF,64.0,0.16523341292915011
FullSF,1.0,0.756591229238588
FullSF,256.0,NaN
FullSF,128.0,0.16704188203419323
DiagSF,2.0,0.6143082161530096
BlockSF,2.0,0.6083098104569665
DiagSF,8.0,0.3673848691015435
DiagSF,16.0,0.2950611200700704
DiagSF,32.0,0.2671951211861795
DiagSF,64.0,0.22562125308622294
DiagSF,4.0,0.5023396075628717
DiagSF,128.0,0.21616648936806968
DiagSF,1.0,0.7369253132197063
DiagSF,256.0,NaN
BlockSF,8.0,0.3879625624729394
BlockSF,32.0,0.23651681216404338
BlockSF,16.0,0.28567589131456583
BlockSF,64.0,0.2233087593087747
BlockSF,4.0,0.48895302465484625
BlockSF,1.0,0.7338452949038059
BlockSF,128.0,0.1207350718438234
BlockSF,256.0,6.591126865942095e63
FullSF,32.0,0.23025696422886596
FullSF,64.0,0.1627783304700832
FullSF,4.0,0.494077959000027
FullSF,16.0,0.2854064578504174
FullSF,128.0,0.1066805932448297
FullSF,8.0,0.37448208827083335
FullSF,1.0,0.7501747597406282
FullSF,256.0,NaN
DiagSF,2.0,0.6233950618172076
BlockSF,2.0,0.5933283618189555
DiagSF,1.0,0.759927993102446
DiagSF,4.0,0.4967396565285698
DiagSF,32.0,0.23435084233041048
DiagSF,128.0,0.29553884488446464
DiagSF,16.0,0.29204973107096494
DiagSF,256.0,NaN
DiagSF,8.0,0.37494307812563715
DiagSF,64.0,0.20412605494515015
BlockSF,1.0,0.7406774232992436
BlockSF,256.0,NaN
BlockSF,32.0,0.23752830093460736
BlockSF,8.0,0.39300692854799374
BlockSF,128.0,0.24973287954659898
BlockSF,16.0,0.30628662124510325
BlockSF,64.0,0.1832167559374055
BlockSF,4.0,0.4910242374998498
FullSF,1.0,0.7330110440377885
FullSF,256.0,NaN
FullSF,32.0,0.19764235504429747
FullSF,128.0,0.2261625848461587
FullSF,16.0,0.2776084620557125
FullSF,8.0,0.40120681929032015
FullSF,64.0,0.16261170404234176
FullSF,4.0,0.4911570901329705
DiagSF,4.0,0.49677429907608095
DiagSF,8.0,0.3895778714529433
DiagSF,256.0,2.398946558923118e90
DiagSF,32.0,0.2281496359279481
DiagSF,1.0,0.73647920515284
DiagSF,16.0,0.2860191102761845
DiagSF,64.0,0.2868389884373699
DiagSF,128.0,0.2723296868340092
BlockSF,1.0,0.7318266651771265
BlockSF,64.0,0.1506375026191295
BlockSF,32.0,0.22536461169155084
BlockSF,128.0,0.3213632304094013
BlockSF,4.0,0.49691015191871124
BlockSF,16.0,0.31229551831691077
BlockSF,8.0,0.39906393945963514
BlockSF,256.0,NaN
FullSF,1.0,0.7483480936297131
FullSF,64.0,0.1778509104445522
FullSF,4.0,0.49679257552856493
FullSF,32.0,0.19689429813500825
FullSF,16.0,0.3008508705029106
FullSF,128.0,0.16549907479112022
FullSF,8.0,0.3838286908598058
FullSF,256.0,NaN
DiagSF,1.0,0.7399587317767345
DiagSF,256.0,NaN
DiagSF,64.0,0.25733195891612864
DiagSF,128.0,0.2302827447252061
DiagSF,16.0,0.2873704371316962
DiagSF,4.0,0.49953012571700683
DiagSF,8.0,0.4041652960421264
DiagSF,32.0,0.199954140851424
BlockSF,1.0,0.722638974389358
BlockSF,64.0,0.2402640839589474
BlockSF,128.0,0.18810596182764283
BlockSF,256.0,NaN
BlockSF,32.0,0.21969046762411593
BlockSF,4.0,0.5012561154790228
BlockSF,16.0,0.2993036805480458
BlockSF,8.0,0.3914842904593554
FullSF,1.0,0.7147109467274886
FullSF,256.0,NaN
FullSF,32.0,0.21826957771451097
FullSF,16.0,0.286742084278673
FullSF,64.0,0.1686009792395104
FullSF,128.0,0.11501804787930277
FullSF,4.0,0.4932720908676538
FullSF,8.0,0.39236647355776605
DiagSF,2.0,0.6186166880339318
BlockSF,2.0,0.623326488502285
DiagSF,64.0,0.24243798558223875
DiagSF,256.0,1.0286362477027552e246
DiagSF,32.0,0.2471243474616299
DiagSF,16.0,0.2926552514546855
DiagSF,1.0,0.73224052599161
DiagSF,8.0,0.3662931333875979
DiagSF,4.0,0.4927059811727632
DiagSF,128.0,0.28004667948878853
BlockSF,256.0,NaN
BlockSF,1.0,0.7290604819492288
BlockSF,64.0,0.22248299832524576
BlockSF,128.0,0.1992662297298739
BlockSF,16.0,0.3032934631372194
BlockSF,32.0,0.20348312645667213
BlockSF,4.0,0.5173649583043042
BlockSF,8.0,0.3802803308872125
FullSF,1.0,0.7441612347280763
FullSF,64.0,0.1514570078730581
FullSF,256.0,NaN
FullSF,128.0,0.1360296691444585
FullSF,16.0,0.27595342848116616
FullSF,32.0,0.21409127434520256
FullSF,8.0,0.3859153397841137
FullSF,4.0,0.47095792433521944
DiagSF,2.0,0.6171268360495527
BlockSF,2.0,0.6177817155872859
DiagSF,32.0,0.23033221059866515
DiagSF,1.0,0.7215610455323015
DiagSF,8.0,0.38998494199020045
DiagSF,128.0,0.16018929987819838
DiagSF,16.0,0.28189001534269026
DiagSF,64.0,0.1923570327594447
DiagSF,256.0,NaN
DiagSF,4.0,0.4912050538272294
BlockSF,1.0,0.742148161090951
BlockSF,16.0,0.30343387042491565
BlockSF,256.0,NaN
BlockSF,32.0,0.23753463447525774
BlockSF,64.0,0.21382082334291888
BlockSF,8.0,0.3997320908611933
BlockSF,128.0,0.20351061667430295
BlockSF,4.0,0.4866349927895701
FullSF,1.0,0.7381986994550426
FullSF,16.0,0.28898737290272913
FullSF,256.0,NaN
FullSF,8.0,0.3742851967285518
FullSF,32.0,0.19532347183405374
FullSF,128.0,0.1334948948986882
FullSF,64.0,0.17103560790408737
FullSF,4.0,0.4964206472604662
DiagSF,2.0,0.6152368473849844
DiagSF,1.0,0.7210106719995502
DiagSF,32.0,0.2822634742605115
DiagSF,128.0,0.17152336325981224
DiagSF,4.0,0.4884141363492428
DiagSF,256.0,NaN
DiagSF,16.0,0.31158369324688745
DiagSF,8.0,0.37957073226072113
DiagSF,64.0,0.21998163551054264
BlockSF,1.0,0.6980703491878333
BlockSF,16.0,0.29536736123837537
BlockSF,128.0,0.27069246372579336
BlockSF,4.0,0.5057621662487002
BlockSF,64.0,0.17502833907673176
BlockSF,256.0,NaN
BlockSF,8.0,0.3902702126685938
BlockSF,32.0,0.23856449353335585
FullSF,4.0,0.48657463115064997
FullSF,64.0,0.1589792363411565
FullSF,8.0,0.3726362566520285
FullSF,16.0,0.2904048071979742
FullSF,256.0,NaN
FullSF,1.0,0.7318710757558056
FullSF,128.0,0.17400216409071306
FullSF,32.0,0.21864972848121042
DiagSF,2.0,0.6206613236538441
DiagSF,1.0,0.7177379159451833
DiagSF,256.0,NaN
DiagSF,64.0,0.23216438809637494
DiagSF,32.0,0.2541786691294073
DiagSF,4.0,0.4940240940430134
DiagSF,8.0,0.3883715333782512
DiagSF,128.0,0.28578576935517985
DiagSF,16.0,0.2774185458281402
BlockSF,256.0,NaN
BlockSF,64.0,0.21316713619879737
BlockSF,4.0,0.48645381012540734
BlockSF,8.0,0.39144337286383485
BlockSF,128.0,0.23061992810092027
BlockSF,1.0,0.7174103920242029
BlockSF,32.0,0.223477323060859
BlockSF,16.0,0.3162844080833392
FullSF,64.0,0.14309034067284704
FullSF,4.0,0.49485586251037705
FullSF,256.0,0.23939237775016878
FullSF,128.0,0.16606851523720298
FullSF,8.0,0.39514268448328654
FullSF,1.0,0.7464885365788406
FullSF,16.0,0.2858935605366646
FullSF,32.0,0.2315075150288484
DiagSF,2.0,0.6206806926697347
